Selling Company,Product,Price (USD),Company location,Customer,Customer Country,Customer Workplace,Day
Ur och Penn,Product72,167,Oman,Ryan Morgan,Hong Kong,MicroSoft,53
Gunnars Grill och Plastikkirurgi,Product411,210,Hungary,John Willis,Hungary,Tjuvjakt AB,53
Apple,Product215,104,Poland,Madison West,Russian Federation,Goldman Sachs,53
McKinsey,Product510,206,Poland,Jeremy Cohen,Kuwait,Tjuvjakt AB,53
Nestlé,Product16,73,Romania,James Baker,Sri Lanka,Tjuvjakt AB,53
Goldman Sachs,Product610,170,Hong Kong,Jimmy Bishop,Botswana,Gunnars Grill och Plastikkirurgi,53
Nike,Product014,56,Kazakhstan,Scott Lopez,Chile,Ur och Penn,53
Goldman Sachs,Product62,185,Hong Kong,Raymond Farrell,Mauritius,Gunnars Grill och Plastikkirurgi,53
Ur och Penn,Product715,265,Oman,Michael Nguyen,Sri Lanka,Goldman Sachs,53
Gunnars Grill och Plastikkirurgi,Product415,107,Hungary,Jimmy Bishop,Botswana,Gunnars Grill och Plastikkirurgi,53
Goldman Sachs,Product63,132,Hong Kong,Yolanda Castillo,Kuwait,Gunnars Grill och Plastikkirurgi,53
Nestlé,Product16,73,Romania,Carolyn Johnson,Libya,Ur och Penn,53
Gunnars Grill och Plastikkirurgi,Product41,189,Hungary,Nicholas Woods,Iran,McKinsey,53
Apple,Product28,196,Poland,Mark Bond,Nepal,Gunnars Grill och Plastikkirurgi,53
Ur och Penn,Product79,268,Oman,Cynthia Lane,India,Nestlé,53
Apple,Product21,66,Poland,Derrick Martinez,Turkey,Tjuvjakt AB,53
MicroSoft,Product312,246,Liechtenstein,James Ross,Iran,Ur och Penn,53
Apple,Product27,207,Poland,Jennifer Baldwin,Nepal,Ur och Penn,53
Goldman Sachs,Product66,180,Hong Kong,Michelle Hayes,Japan,Apple,53
Nike,Product01,95,Kazakhstan,Andrew Hall,Croatia,Goldman Sachs,54
Ur och Penn,Product715,265,Oman,Michael Nguyen,Sri Lanka,Goldman Sachs,54
MicroSoft,Product39,204,Liechtenstein,Victor Wright,Singapore,Goldman Sachs,54
Nike,Product09,200,Kazakhstan,Janice Moss,India,Nestlé,54
McKinsey,Product512,45,Poland,Teresa Guzman,Malaysia,McKinsey,54
Tjuvjakt AB,Product87,113,South Korea,Terry Simmons,Colombia,McKinsey,54
Ur och Penn,Product713,204,Oman,Chad Gallagher,Kazakhstan,Nike,54
Tjuvjakt AB,Product86,298,South Korea,Mark Bond,Nepal,Gunnars Grill och Plastikkirurgi,54
Nestlé,Product112,296,Romania,Jennifer Flowers,Philippines,McKinsey,54
Gunnars Grill och Plastikkirurgi,Product410,172,Hungary,Mary Hunter,Czech Republic,MicroSoft,54
MicroSoft,Product313,142,Liechtenstein,Christopher Lopez,Croatia,Nestlé,54
McKinsey,Product51,194,Poland,Traci Morales,Kazakhstan,Tjuvjakt AB,54
Apple,Product28,196,Poland,Brandon Clark,South Africa,Tjuvjakt AB,54
McKinsey,Product511,191,Poland,Jennifer Flowers,Philippines,McKinsey,54
Nestlé,Product13,30,Romania,Scott Walker,Turkey,Tjuvjakt AB,54
MicroSoft,Product313,142,Liechtenstein,Scott Lopez,Chile,Ur och Penn,54
Apple,Product25,47,Poland,Joe Booker,Romania,Tjuvjakt AB,54
Nike,Product015,286,Kazakhstan,Elizabeth Fox,Turkey,MicroSoft,54
Gunnars Grill och Plastikkirurgi,Product44,155,Hungary,Kevin Green,South Korea,Ur och Penn,54
Goldman Sachs,Product69,201,Hong Kong,Terry Simmons,Colombia,McKinsey,54
MicroSoft,Product32,294,Liechtenstein,Linda Harrington,Russian Federation,Gunnars Grill och Plastikkirurgi,54
Goldman Sachs,Product61,41,Hong Kong,Elizabeth Munoz,Cook Islands,MicroSoft,54
MicroSoft,Product313,142,Liechtenstein,Nicholas Woods,Iran,McKinsey,54
McKinsey,Product57,259,Poland,Scott Lopez,Chile,Ur och Penn,54
Tjuvjakt AB,Product80,202,South Korea,Robert Richardson,Turkey,MicroSoft,54
Tjuvjakt AB,Product87,113,South Korea,James Baker,Sri Lanka,Tjuvjakt AB,54
Nike,Product013,221,Kazakhstan,Michelle Hayes,Japan,Apple,54
Nike,Product015,286,Kazakhstan,Linda Lewis,Kazakhstan,McKinsey,54
McKinsey,Product54,188,Poland,Eric Martinez,Poland,Gunnars Grill och Plastikkirurgi,54
Apple,Product27,207,Poland,Kevin Green,South Korea,Ur och Penn,54
Apple,Product27,207,Poland,James Baker,Sri Lanka,Tjuvjakt AB,55
Nike,Product012,152,Kazakhstan,Jeremy Cohen,Kuwait,Tjuvjakt AB,55
Goldman Sachs,Product66,180,Hong Kong,David Burgess,Andorra,Nike,55
Tjuvjakt AB,Product810,281,South Korea,Mary Hunter,Czech Republic,MicroSoft,55
MicroSoft,Product39,204,Liechtenstein,Michael Taylor,Botswana,Nestlé,55
Apple,Product24,277,Poland,Chad Glenn,Libya,Nestlé,55
Tjuvjakt AB,Product80,202,South Korea,Daniel Chang,Denmark,McKinsey,55
MicroSoft,Product39,204,Liechtenstein,Yolanda Castillo,Kuwait,Gunnars Grill och Plastikkirurgi,55
Nike,Product06,258,Kazakhstan,Joe Booker,Romania,Tjuvjakt AB,55
McKinsey,Product58,69,Poland,Jennifer Dorsey DDS,Canada,McKinsey,55
Nike,Product015,286,Kazakhstan,Bruce Mitchell,India,MicroSoft,55
Tjuvjakt AB,Product80,202,South Korea,Mary Hunter,Czech Republic,MicroSoft,55
Nike,Product07,166,Kazakhstan,Betty Hunter,Liechtenstein,Apple,55
Tjuvjakt AB,Product810,281,South Korea,Raymond Farrell,Mauritius,Gunnars Grill och Plastikkirurgi,55
McKinsey,Product50,65,Poland,Christopher Lopez,Croatia,Nestlé,55
MicroSoft,Product33,262,Liechtenstein,Alexandria Kidd,Denmark,Ur och Penn,55
Nestlé,Product110,211,Romania,Lisa Austin,Libya,Nike,55
McKinsey,Product59,298,Poland,Joe Booker,Romania,Tjuvjakt AB,55
McKinsey,Product52,297,Poland,Katie Bridges,Andorra,Tjuvjakt AB,55
McKinsey,Product57,259,Poland,Todd Johnson,Qatar,Tjuvjakt AB,55
Apple,Product23,161,Poland,Amanda Flores,Colombia,Goldman Sachs,55
Apple,Product26,172,Poland,Zachary Luna Jr.,Denmark,Ur och Penn,55
Tjuvjakt AB,Product813,34,South Korea,Christopher Ferrell,Cook Islands,Apple,55
Apple,Product25,47,Poland,Eric Martinez,Poland,Gunnars Grill och Plastikkirurgi,55
Nike,Product01,95,Kazakhstan,Angela Anthony,Qatar,Nike,55
Nestlé,Product18,119,Romania,Elizabeth Fox,Turkey,MicroSoft,55
Goldman Sachs,Product61,41,Hong Kong,Cynthia Lane,India,Nestlé,55
Gunnars Grill och Plastikkirurgi,Product48,295,Hungary,Michael Shepherd,Oman,McKinsey,55
Goldman Sachs,Product610,170,Hong Kong,Richard Bailey,Hong Kong,Ur och Penn,55
Apple,Product213,129,Poland,Sheila Miller,Philippines,McKinsey,55
Gunnars Grill och Plastikkirurgi,Product41,189,Hungary,Lisa Richmond,Romania,Gunnars Grill och Plastikkirurgi,56
MicroSoft,Product310,264,Liechtenstein,Christopher Johnson,South Korea,MicroSoft,56
Goldman Sachs,Product65,107,Hong Kong,Madison West,Russian Federation,Goldman Sachs,56
Tjuvjakt AB,Product813,34,South Korea,Andrew Hall,Croatia,Goldman Sachs,56
Goldman Sachs,Product62,185,Hong Kong,Robert Steele,Kuwait,Nike,56
MicroSoft,Product39,204,Liechtenstein,Rachel Watson,Sri Lanka,Apple,56
MicroSoft,Product312,246,Liechtenstein,Michael Marquez,Singapore,Tjuvjakt AB,56
Ur och Penn,Product75,285,Oman,Dominique Henderson,Indonesia,Nike,56
Gunnars Grill och Plastikkirurgi,Product414,81,Hungary,Ryan Morgan,Hong Kong,MicroSoft,56
MicroSoft,Product314,81,Liechtenstein,Nicole Barker,Australia,Nestlé,56
Tjuvjakt AB,Product811,225,South Korea,Christopher Johnson,South Korea,MicroSoft,56
Goldman Sachs,Product65,107,Hong Kong,Scott Cooper,Hong Kong,Gunnars Grill och Plastikkirurgi,56
Apple,Product20,298,Poland,Angela Anthony,Qatar,Nike,56
Nike,Product012,152,Kazakhstan,Michael Marquez,Singapore,Tjuvjakt AB,56
MicroSoft,Product317,150,Liechtenstein,Sheila Miller,Philippines,McKinsey,56
Nestlé,Product15,287,Romania,James Aguirre,India,MicroSoft,56
McKinsey,Product54,188,Poland,Michael Taylor,Botswana,Nestlé,56
McKinsey,Product512,45,Poland,John Willis,Hungary,Tjuvjakt AB,56
McKinsey,Product511,191,Poland,Ryan Morgan,Hong Kong,MicroSoft,56
Goldman Sachs,Product61,41,Hong Kong,Emily Anderson,Cook Islands,Nestlé,56
Nestlé,Product11,60,Romania,Brenda Rosario,Argentina,Nestlé,56
Nike,Product014,56,Kazakhstan,Jimmy Bishop,Botswana,Gunnars Grill och Plastikkirurgi,56
Ur och Penn,Product72,167,Oman,Scott Mendoza,Turkey,Goldman Sachs,56
McKinsey,Product51,194,Poland,Tammy Drake,Nepal,Ur och Penn,56
MicroSoft,Product311,292,Liechtenstein,Michael Taylor,Botswana,Nestlé,56
Nestlé,Product112,296,Romania,Robert Boyle,Pakistan,Apple,56
Ur och Penn,Product713,204,Oman,Kim Porter,Mexico,Tjuvjakt AB,56
Gunnars Grill och Plastikkirurgi,Product410,172,Hungary,Jennifer Baldwin,Nepal,Ur och Penn,56
Ur och Penn,Product71,87,Oman,Diane Bush,Malaysia,Ur och Penn,56
McKinsey,Product55,89,Poland,Susan Maxwell,Qatar,Gunnars Grill och Plastikkirurgi,56
MicroSoft,Product35,90,Liechtenstein,Yvonne Carter,Andorra,Nestlé,57
Nike,Product011,135,Kazakhstan,Diana Baker,Cook Islands,Ur och Penn,57
MicroSoft,Product316,96,Liechtenstein,Traci Morales,Kazakhstan,Tjuvjakt AB,57
Nike,Product06,258,Kazakhstan,Jamie Ramirez,Poland,Apple,57
McKinsey,Product510,206,Poland,Kimberly Rice,Pakistan,Gunnars Grill och Plastikkirurgi,57
Goldman Sachs,Product66,180,Hong Kong,Christopher Ferrell,Cook Islands,Apple,57
Ur och Penn,Product78,78,Oman,Katie Bridges,Andorra,Tjuvjakt AB,57
McKinsey,Product56,227,Poland,Brandon Ferrell,Bulgaria,Nike,57
MicroSoft,Product30,233,Liechtenstein,Christopher Ferrell,Cook Islands,Apple,57
Nestlé,Product110,211,Romania,Dr. Jessica Chapman MD,Nepal,MicroSoft,57
MicroSoft,Product311,292,Liechtenstein,Joseph Henson,Bouvet Island,Ur och Penn,57
Tjuvjakt AB,Product88,94,South Korea,Tammy Drake,Nepal,Ur och Penn,57
Nestlé,Product13,30,Romania,William Lewis,Botswana,MicroSoft,57
MicroSoft,Product39,204,Liechtenstein,Janice Moss,India,Nestlé,57
Ur och Penn,Product74,249,Oman,Stephen Contreras,Botswana,McKinsey,57
Nike,Product07,166,Kazakhstan,Robert Richardson,Turkey,MicroSoft,57
McKinsey,Product57,259,Poland,Zachary Luna Jr.,Denmark,Ur och Penn,57
MicroSoft,Product33,262,Liechtenstein,Chad Glenn,Libya,Nestlé,57
Gunnars Grill och Plastikkirurgi,Product40,38,Hungary,Elizabeth Fox,Turkey,MicroSoft,57
Tjuvjakt AB,Product82,224,South Korea,Chad Maddox,Sweden,Ur och Penn,57
Goldman Sachs,Product64,203,Hong Kong,Victor Wright,Singapore,Goldman Sachs,57
McKinsey,Product50,65,Poland,Michelle Hayes,Japan,Apple,57
MicroSoft,Product31,141,Liechtenstein,Christopher Ferrell,Cook Islands,Apple,57
MicroSoft,Product32,294,Liechtenstein,Diana Baker,Cook Islands,Ur och Penn,57
Nestlé,Product12,212,Romania,Jennifer Hamilton,Iran,MicroSoft,57
McKinsey,Product510,206,Poland,Richard Lee,Bulgaria,Nike,57
Gunnars Grill och Plastikkirurgi,Product415,107,Hungary,Madison West,Russian Federation,Goldman Sachs,57
Nike,Product09,200,Kazakhstan,Victoria Townsend,Argentina,McKinsey,57
Ur och Penn,Product710,26,Oman,Zachary Luna Jr.,Denmark,Ur och Penn,57
Goldman Sachs,Product61,41,Hong Kong,Alexandra Chapman,Poland,MicroSoft,57
Apple,Product29,109,Poland,Justin Combs,Thailand,Goldman Sachs,58
Apple,Product212,129,Poland,Nicole Stone,Nepal,Gunnars Grill och Plastikkirurgi,58
McKinsey,Product59,298,Poland,Jose Anderson,Cook Islands,MicroSoft,58
Ur och Penn,Product711,96,Oman,William Lewis,Botswana,MicroSoft,58
Tjuvjakt AB,Product82,224,South Korea,Tammy Drake,Nepal,Ur och Penn,58
Nike,Product08,202,Kazakhstan,Stephen Contreras,Botswana,McKinsey,58
Ur och Penn,Product72,167,Oman,Scott Walker,Turkey,Tjuvjakt AB,58
Nestlé,Product115,298,Romania,David Downs,South Africa,Gunnars Grill och Plastikkirurgi,58
MicroSoft,Product31,141,Liechtenstein,Chad Gallagher,Kazakhstan,Nike,58
Nestlé,Product14,106,Romania,Daniel Chang,Denmark,McKinsey,58
McKinsey,Product55,89,Poland,Bryan Hays,Brazil,Nike,58
MicroSoft,Product35,90,Liechtenstein,James Ross,Iran,Ur och Penn,58
Gunnars Grill och Plastikkirurgi,Product413,27,Hungary,Katherine Mitchell,Singapore,MicroSoft,58
Nestlé,Product19,40,Romania,Michael Shepherd,Oman,McKinsey,58
McKinsey,Product59,298,Poland,Angel Golden,Bahrain,Gunnars Grill och Plastikkirurgi,58
Tjuvjakt AB,Product82,224,South Korea,Mathew Gilbert,Brazil,Tjuvjakt AB,58
Goldman Sachs,Product61,41,Hong Kong,Jennifer Baldwin,Nepal,Ur och Penn,58
Nestlé,Product112,296,Romania,John Willis,Hungary,Tjuvjakt AB,58
Nestlé,Product12,212,Romania,Terry Simmons,Colombia,McKinsey,58
Nestlé,Product15,287,Romania,Kristi Austin PhD,Philippines,Tjuvjakt AB,58
MicroSoft,Product311,292,Liechtenstein,Morgan Green,Bulgaria,Apple,58
MicroSoft,Product317,150,Liechtenstein,Brenda Rosario,Argentina,Nestlé,58
MicroSoft,Product32,294,Liechtenstein,Scott Walker,Turkey,Tjuvjakt AB,58
Tjuvjakt AB,Product811,225,South Korea,David Howard,Poland,McKinsey,58
Goldman Sachs,Product67,285,Hong Kong,Jason Johnston,Colombia,Goldman Sachs,58
Tjuvjakt AB,Product87,113,South Korea,Andrew Hall,Croatia,Goldman Sachs,58
Tjuvjakt AB,Product87,113,South Korea,Mark Bond,Nepal,Gunnars Grill och Plastikkirurgi,58
MicroSoft,Product314,81,Liechtenstein,Robert Richardson,Turkey,MicroSoft,58
McKinsey,Product510,206,Poland,Jamie Ramirez,Poland,Apple,58
Goldman Sachs,Product67,285,Hong Kong,Diane Bush,Malaysia,Ur och Penn,58
Goldman Sachs,Product61,41,Hong Kong,Jennifer Dorsey DDS,Canada,McKinsey,59
MicroSoft,Product33,262,Liechtenstein,Kelly Salinas,Philippines,McKinsey,59
Nestlé,Product15,287,Romania,Jonathan Lin,Oman,Ur och Penn,59
Gunnars Grill och Plastikkirurgi,Product47,44,Hungary,Ralph Berry,Australia,MicroSoft,59
MicroSoft,Product34,62,Liechtenstein,Victor Wright,Singapore,Goldman Sachs,59
Nike,Product05,159,Kazakhstan,Stephanie English,Liechtenstein,Gunnars Grill och Plastikkirurgi,59
Goldman Sachs,Product67,285,Hong Kong,Alexandria Kidd,Denmark,Ur och Penn,59
Goldman Sachs,Product66,180,Hong Kong,Debbie Alexander,Botswana,McKinsey,59
Gunnars Grill och Plastikkirurgi,Product412,43,Hungary,James Aguirre,India,MicroSoft,59
McKinsey,Product53,62,Poland,Austin Davis,Botswana,Gunnars Grill och Plastikkirurgi,59
Ur och Penn,Product712,287,Oman,Jennifer Flowers,Philippines,McKinsey,59
MicroSoft,Product36,289,Liechtenstein,Victor Wright,Singapore,Goldman Sachs,59
Tjuvjakt AB,Product811,225,South Korea,Alexandra Chapman,Poland,MicroSoft,59
Ur och Penn,Product78,78,Oman,Yolanda Castillo,Kuwait,Gunnars Grill och Plastikkirurgi,59
Gunnars Grill och Plastikkirurgi,Product46,113,Hungary,James Baker,Sri Lanka,Tjuvjakt AB,59
Apple,Product27,207,Poland,Scott Cooper,Hong Kong,Gunnars Grill och Plastikkirurgi,59
McKinsey,Product53,62,Poland,Emily Anderson,Cook Islands,Nestlé,59
MicroSoft,Product39,204,Liechtenstein,John Willis,Hungary,Tjuvjakt AB,59
Goldman Sachs,Product65,107,Hong Kong,James Kennedy,Qatar,Tjuvjakt AB,59
MicroSoft,Product312,246,Liechtenstein,Nancy French,Japan,MicroSoft,59
Tjuvjakt AB,Product86,298,South Korea,Debra Jackson,Romania,Apple,59
McKinsey,Product511,191,Poland,David Burgess,Andorra,Nike,59
Nestlé,Product18,119,Romania,Susan Maxwell,Qatar,Gunnars Grill och Plastikkirurgi,59
Gunnars Grill och Plastikkirurgi,Product49,63,Hungary,Raymond Farrell,Mauritius,Gunnars Grill och Plastikkirurgi,59
Gunnars Grill och Plastikkirurgi,Product417,119,Hungary,Brian Washington,Romania,Tjuvjakt AB,59
Ur och Penn,Product78,78,Oman,Nicholas Woods,Iran,McKinsey,59
Tjuvjakt AB,Product80,202,South Korea,Nicole Barker,Australia,Nestlé,59
Tjuvjakt AB,Product80,202,South Korea,Sharon Fitzgerald,Oman,Gunnars Grill och Plastikkirurgi,59
McKinsey,Product59,298,Poland,Michael Nguyen,Sri Lanka,Goldman Sachs,59
Gunnars Grill och Plastikkirurgi,Product41,189,Hungary,Jonathan Lin,Oman,Ur och Penn,59
